brandid,query,date,params,querytype
231220,Sid Lal Seo,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Sid Lal Seo"",""returnType"":1}",qualifier
231220,Who is Sid Lal,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Sid Lal"",""returnType"":1}",verboseaccurate
231220,What are Sid Lal professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Sid Lal professions"",""returnType"":1}",professions
231220,Who is Sid Lal Seo,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Sid Lal Seo"",""returnType"":1}",verboseaccurate
231220,Who is the audience of Sid Lal,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Sid Lal"",""returnType"":1}",audience
231223,Eugene Zaremba,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Eugene Zaremba"",""returnType"":1}",basic
231223,Eugene Zaremba Pandadoc,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Eugene Zaremba Pandadoc"",""returnType"":1}",qualifier
231223,Who is Eugene Zaremba,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Eugene Zaremba"",""returnType"":1}",verboseaccurate
231223,What are Eugene Zaremba professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Eugene Zaremba professions"",""returnType"":1}",professions
231223,Who is Eugene Zaremba Pandadoc,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Eugene Zaremba Pandadoc"",""returnType"":1}",verboseaccurate
231223,Who is the audience of Eugene Zaremba,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Eugene Zaremba"",""returnType"":1}",audience
231231,Leo Radvinsky,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Leo Radvinsky"",""returnType"":1}",basic
231231,Who is Leo Radvinsky,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Leo Radvinsky"",""returnType"":1}",verboseaccurate
231231,What are Leo Radvinsky professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Leo Radvinsky professions"",""returnType"":1}",professions
231231,Who is the audience of Leo Radvinsky,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Leo Radvinsky"",""returnType"":1}",audience
231349,Brad Pitt,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Brad Pitt"",""returnType"":1}",basic
231349,Who is Brad Pitt,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Brad Pitt"",""returnType"":1}",verboseaccurate
231349,What are Brad Pitt professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Brad Pitt professions"",""returnType"":1}",professions
231349,Who is the audience of Brad Pitt,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Brad Pitt"",""returnType"":1}",audience
231350,Sanjyot P. Dunung,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Sanjyot P. Dunung"",""returnType"":1}",basic
231350,Who is Sanjyot P. Dunung,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Sanjyot P. Dunung"",""returnType"":1}",verboseaccurate
231350,What are Sanjyot P. Dunung professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Sanjyot P. Dunung professions"",""returnType"":1}",professions
231350,Who is the audience of Sanjyot P. Dunung,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Sanjyot P. Dunung"",""returnType"":1}",audience
231413,Equilibar,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Equilibar"",""returnType"":1}",basic
231413,What is Equilibar,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Equilibar"",""returnType"":1}",verboseaccurate
231413,Who is the audience of Equilibar,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Equilibar"",""returnType"":1}",audience
231414,Scott Keever,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Scott Keever"",""returnType"":1}",basic
231414,Who is Scott Keever,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Scott Keever"",""returnType"":1}",verboseaccurate
231414,What are Scott Keever professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Scott Keever professions"",""returnType"":1}",professions
231414,Who is the audience of Scott Keever,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Scott Keever"",""returnType"":1}",audience
231415,Keever SEO,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Keever SEO"",""returnType"":1}",basic
231415,What is Keever SEO,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Keever SEO"",""returnType"":1}",verboseaccurate
231415,Who is the audience of Keever SEO,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Keever SEO"",""returnType"":1}",audience
231417,Treated,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Treated"",""returnType"":1}",basic
231417,Treated Treated.com,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Treated Treated.com"",""returnType"":1}",qualifier
231417,What is Treated,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Treated"",""returnType"":1}",verboseaccurate
231417,What is Treated Treated.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Treated Treated.com"",""returnType"":1}",qualifier
231417,Who is the audience of Treated,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Treated"",""returnType"":1}",audience
231418,Daniel Atkinson,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Daniel Atkinson"",""returnType"":1}",basic
231418,Who is Daniel Atkinson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Daniel Atkinson"",""returnType"":1}",verboseaccurate
231418,What are Daniel Atkinson professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Daniel Atkinson professions"",""returnType"":1}",professions
231418,Who is the audience of Daniel Atkinson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Daniel Atkinson"",""returnType"":1}",audience
231419,Webcare Group Limited,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Webcare Group Limited"",""returnType"":1}",basic
231419,What is Webcare Group Limited,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Webcare Group Limited"",""returnType"":1}",verboseaccurate
231419,Who is the audience of Webcare Group Limited,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Webcare Group Limited"",""returnType"":1}",audience
231420,MyOutDesk,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""MyOutDesk"",""returnType"":1}",basic
231420,MyOutDesk Virtual,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""MyOutDesk Virtual"",""returnType"":1}",qualifier
231420,What is MyOutDesk,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is MyOutDesk"",""returnType"":1}",verboseaccurate
231420,Who is the audience of MyOutDesk,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of MyOutDesk"",""returnType"":1}",audience
231421,Daniel Ramsey,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Daniel Ramsey"",""returnType"":1}",basic
231421,Who is Daniel Ramsey,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Daniel Ramsey"",""returnType"":1}",verboseaccurate
231421,What are Daniel Ramsey professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Daniel Ramsey professions"",""returnType"":1}",professions
231421,Who is the audience of Daniel Ramsey,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Daniel Ramsey"",""returnType"":1}",audience
231423,Jarno van Driel,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Jarno van Driel"",""returnType"":1}",basic
231423,Who is Jarno van Driel,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Jarno van Driel"",""returnType"":1}",verboseaccurate
231423,What are Jarno van Driel professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Jarno van Driel professions"",""returnType"":1}",professions
231423,Who is the audience of Jarno van Driel,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Jarno van Driel"",""returnType"":1}",audience
231424,WebGator,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""WebGator"",""returnType"":1}",basic
231424,What is WebGator,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is WebGator"",""returnType"":1}",verboseaccurate
231424,Who is the audience of WebGator,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of WebGator"",""returnType"":1}",audience
231425,Adam Szmerling,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Adam Szmerling"",""returnType"":1}",basic
231425,Adam Szmerling Psychotherapist,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Adam Szmerling Psychotherapist"",""returnType"":1}",qualifier
231425,Who is Adam Szmerling,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Adam Szmerling"",""returnType"":1}",verboseaccurate
231425,What are Adam Szmerling professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Adam Szmerling professions"",""returnType"":1}",professions
231425,Who is Adam Szmerling Psychotherapist,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Adam Szmerling Psychotherapist"",""returnType"":1}",verboseaccurate
231425,Who is the audience of Adam Szmerling,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Adam Szmerling"",""returnType"":1}",audience
231426,Chhavi Agarwal,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Chhavi Agarwal"",""returnType"":1}",basic
231426,Who is Chhavi Agarwal,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Chhavi Agarwal"",""returnType"":1}",verboseaccurate
231426,What are Chhavi Agarwal professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Chhavi Agarwal professions"",""returnType"":1}",professions
231426,Who is the audience of Chhavi Agarwal,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Chhavi Agarwal"",""returnType"":1}",audience
231428,Atma Global,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Atma Global"",""returnType"":1}",basic
231428,What is Atma Global,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Atma Global"",""returnType"":1}",verboseaccurate
231428,Who is the audience of Atma Global,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Atma Global"",""returnType"":1}",audience
231555,Romain Pison,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Romain Pison"",""returnType"":1}",basic
231555,Who is Romain Pison,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Romain Pison"",""returnType"":1}",verboseaccurate
231555,What are Romain Pison professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Romain Pison professions"",""returnType"":1}",professions
231555,Who is the audience of Romain Pison,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Romain Pison"",""returnType"":1}",audience
231556,Crestone Wellness,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Crestone Wellness"",""returnType"":1}",basic
231556,What is Crestone Wellness,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Crestone Wellness"",""returnType"":1}",verboseaccurate
231556,Who is the audience of Crestone Wellness,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Crestone Wellness"",""returnType"":1}",audience
231558,Switchback Travel,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Switchback Travel"",""returnType"":1}",basic
231558,What is Switchback Travel,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Switchback Travel"",""returnType"":1}",verboseaccurate
231558,Who is the audience of Switchback Travel,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Switchback Travel"",""returnType"":1}",audience
231560,Dumpsters.com,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Dumpsters.com"",""returnType"":1}",basic
231560,What is Dumpsters.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Dumpsters.com"",""returnType"":1}",verboseaccurate
231560,Who is the audience of Dumpsters.com,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Dumpsters.com"",""returnType"":1}",audience
231565,James Train,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""James Train"",""returnType"":1}",basic
231565,James Train Engineer,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""James Train Engineer"",""returnType"":1}",qualifier
231565,Who is James Train,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is James Train"",""returnType"":1}",verboseaccurate
231565,What are James Train professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are James Train professions"",""returnType"":1}",professions
231565,Who is James Train Engineer,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is James Train Engineer"",""returnType"":1}",verboseaccurate
231565,Who is the audience of James Train,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of James Train"",""returnType"":1}",audience
237550,SOBA NEW JERSEY,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""SOBA NEW JERSEY"",""returnType"":1}",basic
237550,What is SOBA NEW JERSEY,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is SOBA NEW JERSEY"",""returnType"":1}",verboseaccurate
237550,Who is the audience of SOBA NEW JERSEY,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of SOBA NEW JERSEY"",""returnType"":1}",audience
237551,Wellbridge,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Wellbridge"",""returnType"":1}",basic
237551,What is Wellbridge,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Wellbridge"",""returnType"":1}",verboseaccurate
237551,Who is the audience of Wellbridge,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Wellbridge"",""returnType"":1}",audience
266289,Garage Doors Of Indianapolis,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Garage Doors Of Indianapolis"",""returnType"":1}",basic
266289,Garage Doors Of Indianapolis Garage Doors Of Indianapolis,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Garage Doors Of Indianapolis Garage Doors Of Indianapolis"",""returnType"":1}",qualifier
266289,What is Garage Doors Of Indianapolis,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Garage Doors Of Indianapolis"",""returnType"":1}",verboseaccurate
266289,What is Garage Doors Of Indianapolis Garage Doors Of Indianapolis,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Garage Doors Of Indianapolis Garage Doors Of Indianapolis"",""returnType"":1}",qualifier
266289,Who is the audience of Garage Doors Of Indianapolis,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Garage Doors Of Indianapolis"",""returnType"":1}",audience
266290,TeamGantt,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""TeamGantt"",""returnType"":1}",basic
266290,What is TeamGantt,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is TeamGantt"",""returnType"":1}",verboseaccurate
266290,Who is the audience of TeamGantt,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of TeamGantt"",""returnType"":1}",audience
266364,Danielle Long,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Danielle Long"",""returnType"":1}",basic
266364,Who is Danielle Long,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Danielle Long"",""returnType"":1}",verboseaccurate
266364,What are Danielle Long professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Danielle Long professions"",""returnType"":1}",professions
266364,Who is the audience of Danielle Long,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Danielle Long"",""returnType"":1}",audience
266365,Martin Fine,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Martin Fine"",""returnType"":1}",basic
266365,Who is Martin Fine,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Martin Fine"",""returnType"":1}",verboseaccurate
266365,What are Martin Fine professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Martin Fine professions"",""returnType"":1}",professions
266365,Who is the audience of Martin Fine,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Martin Fine"",""returnType"":1}",audience
266394,Gavin Wilkinson,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Gavin Wilkinson"",""returnType"":1}",basic
266394,Gavin Wilkinson Soccer,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Gavin Wilkinson Soccer"",""returnType"":1}",qualifier
266394,Who is Gavin Wilkinson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Gavin Wilkinson"",""returnType"":1}",verboseaccurate
266394,What are Gavin Wilkinson professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Gavin Wilkinson professions"",""returnType"":1}",professions
266394,Who is Gavin Wilkinson Soccer,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Gavin Wilkinson Soccer"",""returnType"":1}",verboseaccurate
266394,Who is the audience of Gavin Wilkinson,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Gavin Wilkinson"",""returnType"":1}",audience
266395,What The Fab,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""What The Fab"",""returnType"":1}",basic
266395,What is What The Fab,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is What The Fab"",""returnType"":1}",verboseaccurate
266395,Who is the audience of What The Fab,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of What The Fab"",""returnType"":1}",audience
266397,Elise Armitage,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Elise Armitage"",""returnType"":1}",basic
266397,Who is Elise Armitage,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Elise Armitage"",""returnType"":1}",verboseaccurate
266397,What are Elise Armitage professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Elise Armitage professions"",""returnType"":1}",professions
266397,Who is the audience of Elise Armitage,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Elise Armitage"",""returnType"":1}",audience
266398,Bill Scully,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Bill Scully"",""returnType"":1}",basic
266398,Who is Bill Scully,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Bill Scully"",""returnType"":1}",verboseaccurate
266398,What are Bill Scully professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Bill Scully professions"",""returnType"":1}",professions
266398,Who is the audience of Bill Scully,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Bill Scully"",""returnType"":1}",audience
266399,Alex Feerst,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Alex Feerst"",""returnType"":1}",basic
266399,Who is Alex Feerst,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Alex Feerst"",""returnType"":1}",verboseaccurate
266399,What are Alex Feerst professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Alex Feerst professions"",""returnType"":1}",professions
266399,Who is the audience of Alex Feerst,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Alex Feerst"",""returnType"":1}",audience
266400,PowerPlay,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""PowerPlay"",""returnType"":1}",basic
266400,PowerPlay Sportsbook,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""PowerPlay Sportsbook"",""returnType"":1}",qualifier
266400,What is PowerPlay,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is PowerPlay"",""returnType"":1}",verboseaccurate
266400,What is PowerPlay Sportsbook,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is PowerPlay Sportsbook"",""returnType"":1}",qualifier
266400,Who is the audience of PowerPlay,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of PowerPlay"",""returnType"":1}",audience
266407,Terrence Rohan,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Terrence Rohan"",""returnType"":1}",basic
266407,Who is Terrence Rohan,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Terrence Rohan"",""returnType"":1}",verboseaccurate
266407,What are Terrence Rohan professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Terrence Rohan professions"",""returnType"":1}",professions
266407,Who is the audience of Terrence Rohan,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Terrence Rohan"",""returnType"":1}",audience
266408,Shayne Fitz-Coy,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Shayne Fitz-Coy"",""returnType"":1}",basic
266408,Who is Shayne Fitz-Coy,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Shayne Fitz-Coy"",""returnType"":1}",verboseaccurate
266408,What are Shayne Fitz-Coy professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Shayne Fitz-Coy professions"",""returnType"":1}",professions
266408,Who is the audience of Shayne Fitz-Coy,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Shayne Fitz-Coy"",""returnType"":1}",audience
266409,Arar Han,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Arar Han"",""returnType"":1}",basic
266409,Who is Arar Han,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Arar Han"",""returnType"":1}",verboseaccurate
266409,What are Arar Han professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Arar Han professions"",""returnType"":1}",professions
266409,Who is the audience of Arar Han,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Arar Han"",""returnType"":1}",audience
266410,Sabot Family Companies,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Sabot Family Companies"",""returnType"":1}",basic
266410,What is Sabot Family Companies,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Sabot Family Companies"",""returnType"":1}",verboseaccurate
266410,Who is the audience of Sabot Family Companies,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Sabot Family Companies"",""returnType"":1}",audience
266411,Dominique Shelton Leipzig,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Dominique Shelton Leipzig"",""returnType"":1}",basic
266411,Dominique Shelton Leipzig Attorney,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Dominique Shelton Leipzig Attorney"",""returnType"":1}",qualifier
266411,Who is Dominique Shelton Leipzig,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Dominique Shelton Leipzig"",""returnType"":1}",verboseaccurate
266411,What are Dominique Shelton Leipzig professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are Dominique Shelton Leipzig professions"",""returnType"":1}",professions
266411,Who is Dominique Shelton Leipzig Attorney,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is Dominique Shelton Leipzig Attorney"",""returnType"":1}",verboseaccurate
266411,Who is the audience of Dominique Shelton Leipzig,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Dominique Shelton Leipzig"",""returnType"":1}",audience
266442,Gear Junkie,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Gear Junkie"",""returnType"":1}",basic
266442,What is Gear Junkie,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Gear Junkie"",""returnType"":1}",verboseaccurate
266442,Who is the audience of Gear Junkie,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of Gear Junkie"",""returnType"":1}",audience
266514,David Handler,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""David Handler"",""returnType"":1}",basic
266514,Who is David Handler,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is David Handler"",""returnType"":1}",verboseaccurate
266514,What are David Handler professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are David Handler professions"",""returnType"":1}",professions
266514,Who is the audience of David Handler,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of David Handler"",""returnType"":1}",audience
266515,David Handler Tidal,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""David Handler Tidal"",""returnType"":1}",basic
266515,Who is David Handler Tidal,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is David Handler Tidal"",""returnType"":1}",verboseaccurate
266515,What are David Handler Tidal professions,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What are David Handler Tidal professions"",""returnType"":1}",professions
266515,Who is the audience of David Handler Tidal,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of David Handler Tidal"",""returnType"":1}",audience
266516,AllGear Digital,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""AllGear Digital"",""returnType"":1}",basic
266516,What is AllGear Digital,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is AllGear Digital"",""returnType"":1}",verboseaccurate
266516,Who is the audience of AllGear Digital,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""Who is the audience of AllGear Digital"",""returnType"":1}",audience
266517,Oakley,8/4/2024,"{""systemQuery"":""Be concise and accurate."",""userQuery"":""Oakley"",""returnType"":1}",basic
266517,What is Oakley,8/4/2024,"{""systemQuery"":""Be verbose and accurate."",""userQuery"":""What is Oakley"",""returnType"":1}",verboseaccurate
